pdb_id,chain,curvature_mean,twist_mean,twist_hand_mean,pitch_mean,pitch_hand_mean,tmscore_mean,yaw_mean,curvature_std,twist_std,twist_hand_std,pitch_std,pitch_hand_std,tmscore_std,yaw_std,classification
4X31,A,1.518,0.132,-1,0.057,-1,0.531,1.542,0.51,0.081,0,0.038,0,0.009,0.034,3.3
5B6V,A,1.518,0.116,-1,0.1,0,0.532,1.85,0.498,0.073,0,0.002,1,0.008,0.281,3.3
5B6W,A,1.518,0.116,-1,0.1,0,0.532,1.85,0.498,0.073,0,0.002,1,0.008,0.281,3.3
5B6X,A,1.518,0.116,-1,0.1,0,0.532,1.85,0.498,0.073,0,0.002,1,0.008,0.281,3.3
5B6Y,A,1.518,0.116,-1,0.1,0,0.532,1.85,0.498,0.073,0,0.002,1,0.008,0.281,3.3
5B6Z,A,1.518,0.116,-1,0.1,0,0.532,1.85,0.498,0.073,0,0.002,1,0.008,0.281,3.3
5H2H,A,1.518,0.116,-1,0.1,0,0.532,1.85,0.498,0.073,0,0.002,1,0.008,0.281,3.3
5H2I,A,1.518,0.116,-1,0.1,0,0.532,1.85,0.498,0.073,0,0.002,1,0.008,0.281,3.3
5H2J,A,1.518,0.116,-1,0.1,0,0.532,1.85,0.498,0.073,0,0.002,1,0.008,0.281,3.3
5H2K,A,1.518,0.116,-1,0.1,0,0.532,1.85,0.498,0.073,0,0.002,1,0.008,0.281,3.3
5H2L,A,1.518,0.116,-1,0.1,0,0.532,1.85,0.498,0.073,0,0.002,1,0.008,0.281,3.3
5H2M,A,1.518,0.116,-1,0.1,0,0.532,1.85,0.498,0.073,0,0.002,1,0.008,0.281,3.3
5H2N,A,1.518,0.116,-1,0.1,0,0.532,1.85,0.498,0.073,0,0.002,1,0.008,0.281,3.3
5H2O,A,1.518,0.116,-1,0.1,0,0.532,1.85,0.498,0.073,0,0.002,1,0.008,0.281,3.3
1IW6,A,1.519,0.123,-1,0.085,0,0.538,1.903,0.477,0.091,0,0.001,1,0.024,0.262,3.3
4GM3,F,1.519,0.035,0,0.079,0.333,0.754,0.1,0.679,0.015,1,0.123,0.943,0.1,0.048,4.4.1.1
2CLO,A,1.52,0.377,0.25,0.28,0.5,0.431,0.934,0.504,0.459,0.968,0.19,0.866,0.09,0.792,4.1.1.4
2VFI,B,1.52,0.326,0,0.302,0,0.38,0.226,0.797,0.201,1,0.293,1,0.097,0.106,4.1.1.1
3CSL,B,1.52,0.652,-0.4,0.394,0.2,0.44,1.03,0.889,0.742,0.917,0.278,0.98,0.09,0.792,4.2.1.1
3EI4,F,1.52,0.169,0.667,0.336,-0.333,0.568,0.173,0.812,0.148,0.745,0.369,0.943,0.093,0.135,4.4.1.1
3MKQ,C,1.52,0.278,0.667,0.321,-0.667,0.696,0.403,0.91,0.483,0.745,0.505,0.745,0.113,0.556,4.4.1.1
3RN1,F,1.52,0.281,0.333,0.309,0.333,0.535,0.194,0.713,0.227,0.943,0.299,0.943,0.079,0.106,4.4
4CH9,A,1.52,0.057,0.5,0.025,0,0.921,0.052,0.487,0.021,0.866,0.013,1,0.011,0.014,4.4.1.2
1SU3,A,1.521,0.073,-1,0.115,-0.333,0.688,0.124,0.098,0.029,0,0.091,0.943,0.095,0.063,4.4
2ZZ6,B,1.521,0.605,-0.429,0.407,-0.143,0.406,0.783,0.807,0.962,0.904,0.321,0.99,0.109,1.027,4.1
3G1H,G,1.521,0.713,0.143,0.457,-0.143,0.374,0.682,0.91,1.025,0.99,0.383,0.99,0.095,0.913,4.1
3K19,L,1.521,0.842,-0.429,0.651,-0.429,0.441,0.827,0.703,0.754,0.904,0.373,0.904,0.089,0.905,4.2.1.1
6U5M,B,1.521,0.074,0.333,0.083,0,0.741,0.137,0.728,0.073,0.943,0.109,1,0.132,0.047,4.4.1.1
1XJI,A,1.522,0.144,-1,0.079,0,0.532,1.832,0.5,0.075,0,0.01,1,0.022,0.272,3.3
2VOM,B,1.522,0.971,0.333,0.293,-0.333,0.383,0.928,0.686,0.905,0.943,0.357,0.943,0.09,0.923,4.1.1.1
4HYX,B,1.522,0.139,-1,0.069,0,0.537,1.87,0.493,0.069,0,0.026,1,0.023,0.318,3.3
5CMN,F,1.522,0.191,0,0.275,0.5,0.43,0.259,0.407,0.097,1,0.277,0.866,0.07,0.157,4.4
5IRU,A,1.522,1.218,-0.333,0.333,-1,0.37,0.777,0.668,0.588,0.943,0.177,0,0.085,0.931,4.2
5SXM,A,1.522,0.076,0.333,0.085,-0.333,0.735,0.112,0.708,0.078,0.943,0.089,0.943,0.13,0.035,4.4.1.1
5XY9,B,1.522,0.862,-0.333,0.483,-0.333,0.526,1.57,0.412,0.531,0.943,0.569,0.943,0.048,1.075,3.3
6RWX,S,1.522,2.88,0,0.435,0,0.515,1.627,0.044,0.255,1,0.111,1,0.027,0.349,5.3
6U8B,A,1.522,0.103,1,0.125,0,0.689,0.105,0.697,0.083,0,0.154,1,0.184,0.087,4.4.1.1
1OMW,B,1.523,0.07,0,0.093,0,0.751,0.144,0.443,0.034,1,0.069,1,0.112,0.137,4.4.1.1
1WBI,B,1.523,1.151,0.333,0.5,-1,0.379,1.486,0.967,0.77,0.943,0.448,0,0.004,1.089,4.2
2XL3,B,1.523,0.071,0,0.069,-0.333,0.738,0.108,0.492,0.034,1,0.045,0.943,0.144,0.075,4.4.1.1
2Z6Z,D,1.523,1.061,0.333,0.152,0.333,0.355,0.845,0.927,0.726,0.943,0.095,0.943,0.056,0.804,4.2
2ZFE,A,1.523,0.126,-1,0.086,0,0.538,1.894,0.479,0.091,0,0.001,1,0.026,0.243,3.3
3NQM,B,1.523,0.209,0.143,0.35,0.143,0.374,0.502,0.666,0.168,0.99,0.364,0.99,0.075,0.335,4.1
3VHI,C,1.523,0.891,-0.333,0.36,-0.333,0.362,1.456,0.532,1.036,0.943,0.314,0.943,0.105,0.581,4.2
4FF7,B,1.523,0.616,0.2,0.371,-0.2,0.324,0.542,0.608,0.516,0.98,0.23,0.98,0.035,0.364,4.1.1.1
4R2S,A,1.523,0.647,1,0.448,0,0.753,0.14,0,0.03,0,0.005,1,0.018,0.039,5.3
6D0V,A,1.523,0.292,0.6,0.191,-0.6,0.433,0.194,0.278,0.137,0.8,0.127,0.8,0.063,0.141,4.1.1.4
6FJE,A,1.523,0.396,-0.5,0.099,0,0.472,0.274,0.45,0.206,0.866,0.039,1,0.085,0.097,4.4.3.1
2AXV,A,1.524,1.177,0.143,0.53,-0.429,0.447,1.44,0.924,1.063,0.99,0.334,0.904,0.068,1.131,3.3
2OK4,A,1.524,0.21,-0.333,0.203,0,0.511,0.273,0.691,0.139,0.943,0.145,1,0.064,0.204,4.4
2VPJ,A,1.524,0.027,0.6,0.034,0.2,0.859,0.147,0.576,0.014,0.8,0.032,0.98,0.048,0.065,4.4.1.2
3VTY,C,1.524,1.376,1,0.289,0,0.863,0.212,0.284,0.345,0,0.149,1,0.015,0.163,3.3.2.1
5FK7,B,1.524,2.089,0,0.463,-1,0.541,0.299,0.575,0.706,1,0.148,0,0.175,0.305,3.4
5URA,B,1.524,0.977,-1,0.476,0.333,0.441,0.453,0.425,1.105,0,0.404,0.943,0.101,0.062,4.2.1.2
2AH1,B,1.525,0.715,-0.333,0.298,0.333,0.559,0.747,0.721,1.034,0.943,0.359,0.943,0.074,0.98,4.4
2GNQ,A,1.525,0.046,0.333,0.042,0,0.737,0.131,0.71,0.01,0.943,0.027,1,0.134,0.066,4.4.1.1
3G4H,A,1.525,0.355,0.2,0.152,-1,0.567,0.094,0.538,0.236,0.98,0.111,0,0.059,0.069,4.4
3VH0,C,1.525,0.234,0,0.229,0.333,0.655,0.176,0.865,0.118,1,0.271,0.943,0.096,0.086,4.4
5D7Z,A,1.525,3.092,-1,0.185,-0.333,0.628,2.791,0.008,0.012,0,0.034,0.943,0.032,0.038,5.3.2
3VE9,A,1.526,0.216,-0.429,0.428,-0.429,0.334,0.171,0.677,0.131,0.904,0.121,0.904,0.068,0.142,4.1
4R2Q,A,1.526,0.735,1,0.618,0,0.721,0.265,0.021,0.123,0,0.068,1,0.006,0.087,5.3
5AYE,E,1.526,0.12,0.5,0.062,-0.5,0.604,0.031,0.535,0.055,0.866,0.045,0.866,0.05,0.013,4.4.3.1
2GC7,E,1.527,0.252,0.333,0.209,0.667,0.535,0.126,0.432,0.187,0.943,0.208,0.745,0.066,0.048,4.4
4G56,C,1.528,0.506,0.333,0.585,0.333,0.301,1.589,0.835,0.307,0.943,0.241,0.943,0.124,1.108,4.1.1.3
4GQ2,P,1.528,0.149,0,0.122,-0.333,0.539,0.049,0.61,0.157,1,0.103,0.943,0.061,0.018,4.4.1.1
4HXF,B,1.528,1.107,0.143,0.488,-0.143,0.541,1.252,0.552,1.178,0.99,0.41,0.99,0.123,1.209,4.4.1.3
1GOF,A,1.529,1.486,-0.778,0.791,-0.111,0.449,1.21,0.645,0.994,0.629,0.409,0.994,0.142,0.947,4.4.1.2
1J4T,D,1.529,0.441,0,0.431,1,0.596,0.562,0.038,0.119,1,0.17,0,0.085,0.11,4.8
1TBG,D,1.529,0.043,0.333,0.108,0,0.731,0.125,0.875,0.026,0.943,0.112,1,0.097,0.09,4.4.1.1
2FLI,F,1.529,0.343,-0.333,0.264,1,0.404,0.343,0.09,0.129,0.943,0.328,0,0.065,0.357,4.1.1.3
3S1W,E,1.529,0.616,-1,0.46,0,0.427,1.324,0.989,0.579,0,0.325,1,0.082,0.967,4.1.1.2
5WFL,A,1.529,0.04,-1,0.059,0,0.904,0.062,0.502,0.037,0,0.035,1,0.025,0.036,4.4.1.2
6NQV,C,1.529,2.044,0.333,0.582,0.333,0.344,1.237,0.933,0.7,0.943,0.556,0.943,0.039,0.674,4.2
1DKW,B,1.53,0.426,0,0.389,-1,0.373,0.388,0.612,0.208,1,0.166,0,0.04,0.323,4.1.1.1
1X0K,1,1.53,0.122,-1,0.076,0,0.537,1.909,0.491,0.086,0,0.004,1,0.023,0.223,3.3
4PBZ,A,1.53,0.252,0,0.092,0.333,0.735,0.183,0.817,0.472,1,0.106,0.943,0.133,0.204,4.4.1.1
4R6U,C,1.53,1.565,0,0.526,0,0.615,0.507,0.669,1.414,1,0.17,1,0.008,0.108,5.5
6R8Z,L,1.53,0.103,0.333,0.082,0.333,0.591,0.418,0.151,0.075,0.943,0.04,0.943,0.096,0.277,4.4.1.1
1SO3,B,1.531,0.131,-0.429,0.114,-0.429,0.365,0.52,0.779,0.141,0.904,0.068,0.904,0.102,0.307,4.1
2F09,A,1.531,1.848,-1,0.357,-1,0.208,2.028,0.083,1.195,0,0.326,0,0.062,0.466,4.2
3PXS,F,1.531,0.219,0.333,0.249,-0.667,0.556,0.122,0.654,0.172,0.943,0.19,0.745,0.083,0.069,4.4
5KL4,D,1.531,0.808,1,0.633,0,0.741,0.324,0.024,0.117,0,0.046,1,0.01,0.088,5.3
1JCM,P,1.532,0.638,-0.333,0.485,0.111,0.339,0.651,0.722,0.622,0.943,0.286,0.994,0.07,0.483,4.1
1YVP,B,1.532,1.473,0,0.569,0.25,0.409,0.629,1.001,0.94,1,0.393,0.968,0.067,0.599,3.3
4BCS,A,1.532,1.151,-0.333,0.589,-0.333,0.296,1.56,0.94,0.191,0.943,0.12,0.943,0.034,0.682,4.2
5I3I,D,1.532,0.85,-0.333,0.58,0.111,0.304,0.805,0.706,0.487,0.943,0.491,0.994,0.064,0.899,4.1.1.1
5KL7,A,1.532,0.748,1,0.586,0,0.731,0.262,0.016,0.109,0,0.061,1,0.01,0.069,5.3
6G7H,A,1.532,0.111,-1,0.096,0,0.533,1.85,0.51,0.069,0,0.004,1,0.01,0.258,3.3
1EUA,B,1.533,0.445,0.143,0.427,-0.143,0.376,0.663,0.778,0.322,0.99,0.222,0.99,0.06,0.242,4.1.1.2
2CE8,B,1.533,0.409,1,0.214,-0.429,0.681,0.509,0.73,0.879,0,0.422,0.904,0.176,0.631,4.4.1.1
4PIF,B,1.533,0.313,0,0.168,0,0.579,0.55,0.381,0.037,1,0.155,1,0.036,0.468,4.8
6HFY,A,1.533,0.463,0,0.247,0.5,0.416,0.579,0.69,0.358,1,0.139,0.866,0.103,0.452,
2PZ0,B,1.534,0.862,-0.429,0.421,-0.143,0.338,0.836,0.827,0.676,0.904,0.319,0.99,0.094,0.838,4.1
2VZ1,A,1.534,0.699,0.333,0.505,-0.333,0.511,0.65,0.985,0.746,0.943,0.312,0.943,0.157,0.673,4.4.1.2
5XXQ,A,1.534,0.272,0,0.09,0.333,0.728,0.163,0.833,0.483,1,0.143,0.943,0.125,0.222,4.4.1.1
1IXF,A,1.535,0.111,-1,0.081,0,0.536,1.909,0.492,0.09,0,0.004,1,0.023,0.199,3.3
2ZZK,B,1.535,0.925,-0.143,0.689,-0.143,0.453,1.473,0.656,0.7,0.99,0.45,0.99,0.181,1.08,4.4.1.2
3J81,g,1.535,0.159,0.667,0.192,0.667,0.665,0.116,0.733,0.082,0.745,0.171,0.745,0.073,0.088,
4GEZ,J,1.535,0.2,0.2,0.199,0.2,0.501,0.541,0.677,0.148,0.98,0.113,0.98,0.04,0.384,
5B2H,B,1.535,2.288,0.6,0.831,-0.2,0.701,1.928,0.727,0.694,0.8,0.229,0.98,0.053,0.76,4.3.2.1
6NLH,E,1.535,0.326,0,0.406,-0.667,0.354,0.415,0.781,0.195,1,0.212,0.745,0.063,0.391,4.1.1.1
2XQR,C,1.536,1.077,-0.333,0.53,0.333,0.441,1.446,0.793,0.544,0.943,0.442,0.943,0.082,0.865,4.4.3.1
3L4O,D,1.536,0.233,0.667,0.244,0.667,0.551,0.173,0.857,0.197,0.745,0.307,0.745,0.054,0.103,4.4
3ZXD,A,1.536,1.821,-1,0.64,1,0.28,1.735,0.289,0.386,0,0.061,0,0.082,0.541,4.3.2
4R2P,A,1.536,0.74,1,0.582,0,0.759,0.239,0.022,0.121,0,0.056,1,0.022,0.047,5.3
6C73,A,1.536,0.423,0.2,0.242,0.2,0.418,0.696,0.277,0.384,0.98,0.222,0.98,0.051,0.75,4.1.1.4
1GYE,B,1.537,0.839,0,0.146,0,0.521,0.777,0.699,1.156,1,0.048,1,0.115,1.082,4.4.3.1
1Q3G,J,1.537,2.727,-1,0.786,-0.6,0.604,2.758,0.745,0.564,0,0.499,0.8,0.073,0.488,4.5
2DSO,F,1.538,0.191,0.6,0.226,-0.6,0.585,0.299,0.669,0.124,0.8,0.115,0.8,0.097,0.146,4.4
2I3T,A,1.538,0.821,0.333,0.54,0.333,0.535,0.692,0.68,0.918,0.943,0.426,0.943,0.098,1.066,4.4.1.1
2JKX,A,1.538,1.489,1,0.439,0.75,0.486,1.028,0.538,1.256,0,0.373,0.661,0.177,0.868,4.4.1.2
2Y70,D,1.538,0.332,-0.5,0.164,1,0.384,0.401,0.859,0.269,0.866,0.096,0,0.08,0.201,4.1.1.1
4GNB,B,1.538,0.469,0.2,0.177,-0.6,0.532,0.231,0.502,0.118,0.98,0.096,0.8,0.024,0.139,4.4
4GQ1,A,1.538,0.242,0,0.11,-0.333,0.565,0.215,0.555,0.21,1,0.088,0.943,0.047,0.137,4.4.1.1
6GA1,A,1.538,0.114,-1,0.102,0,0.532,1.896,0.517,0.073,0,0.007,1,0.007,0.278,3.3
6GA4,A,1.538,0.114,-1,0.102,0,0.532,1.896,0.517,0.073,0,0.007,1,0.007,0.278,3.3
6GA6,A,1.538,0.114,-1,0.102,0,0.532,1.896,0.517,0.073,0,0.007,1,0.007,0.278,3.3
1BEB,B,1.539,0.609,-1,0.429,0.333,0.239,0.793,0.364,0.18,0,0.373,0.943,0.022,0.32,4.2.1.2
2UVK,B,1.539,0.209,-0.2,0.201,0.6,0.658,0.205,0.628,0.099,0.98,0.287,0.8,0.062,0.138,4.4.1.2
5J7A,A,1.539,0.126,-1,0.042,0,0.534,1.84,0.528,0.065,0,0.039,1,0.009,0.23,3.3
3S1X,B,1.54,0.605,-0.5,0.527,0.5,0.397,1.42,0.749,0.501,0.866,0.351,0.866,0.115,0.72,4.1.1.2
5HZT,B,1.54,1.489,-1,0.919,0.333,0.36,1.349,0.424,0.243,0,0.108,0.943,0.055,0.478,4.2
5WBU,C,1.54,0.161,0.2,0.179,-0.2,0.71,0.156,0.644,0.098,0.98,0.143,0.98,0.042,0.127,4.4.1.1
1M6J,B,1.541,0.633,0,0.287,0,0.38,0.871,0.642,0.307,1,0.142,1,0.089,0.62,4.1.1.1
1NUN,A,1.541,0.143,-1,0.147,0,0.627,0.523,0.147,0.029,0,0.047,1,0.013,0.107,4.3.2
1T2X,A,1.541,0.448,-0.75,0.283,-0.25,0.513,0.484,0.619,0.877,0.661,0.353,0.968,0.162,0.763,4.4.1.2
4R2R,A,1.541,0.722,1,0.575,0,0.724,0.221,0.006,0.094,0,0.063,1,0.003,0.053,5.3
6DAS,B,1.541,0.087,0,0.132,0,0.757,0.157,0.774,0.059,1,0.19,1,0.134,0.101,4.4.1.1
3OVP,A,1.542,0.539,0.667,0.388,0.333,0.374,0.601,0.606,0.83,0.745,0.34,0.943,0.119,0.847,4.1.1.3
4E7E,D,1.542,2.51,-0.6,0.729,-0.6,0.63,2.771,0.743,0.444,0.8,0.511,0.8,0.089,0.367,4.5
4JXM,A,1.542,0.357,-0.667,0.379,1,0.653,0.229,0.8,0.3,0.745,0.438,0,0.13,0.225,4.4.1.1
4PIK,D,1.542,0.33,0,0.167,1,0.576,0.537,0.384,0.04,1,0.162,0,0.036,0.472,4.8
5UBC,B,1.542,1.337,1,0.352,0,0.56,0.829,0.336,0.012,0,0.099,1,0.036,0.062,5.3
1KME,B,1.544,0.134,-1,0.076,0,0.537,1.885,0.52,0.073,0,0.011,1,0.026,0.3,3.3
3SWD,A,1.544,2.556,1,0.78,0.6,0.622,2.663,0.747,0.435,0,0.491,0.8,0.104,0.42,4.5
4HSD,B,1.544,0.023,0.333,0.037,-0.333,0.798,0.114,0.086,0.01,0.943,0.026,0.943,0.037,0.067,4.4
5HZT,J,1.544,0.99,-0.333,0.66,-0.333,0.36,0.971,0.436,0.701,0.943,0.448,0.943,0.051,0.762,4.2
5MZN,A,1.544,2.932,1,0.223,0,0.234,0.927,0.562,0.139,0,0.138,1,0.037,0.031,4.2
6HFY,B,1.544,0.955,-0.5,0.275,-1,0.489,0.842,0.44,1.269,0.866,0.131,0,0.058,1.053,
6ULX,A,1.544,0.403,-0.333,0.594,-0.333,0.293,2.119,0.013,0.528,0.943,0.498,0.943,0.065,0.579,
4AEZ,A,1.545,0.146,-0.333,0.112,0,0.659,0.214,0.898,0.133,0.943,0.084,1,0.102,0.16,4.4.1.1
1IUB,A,1.546,0.058,0.2,0.079,-0.2,0.686,0.107,0.562,0.049,0.98,0.032,0.98,0.058,0.05,4.4
1KME,A,1.546,0.134,-1,0.076,0,0.537,1.888,0.523,0.073,0,0.011,1,0.026,0.297,3.3
2YW3,A,1.546,0.847,0.25,0.48,-0.25,0.348,0.995,0.806,0.728,0.968,0.413,0.968,0.099,0.82,4.1.1.2
3A21,A,1.546,1.607,-0.2,0.46,0.6,0.376,1.87,0.749,0.947,0.98,0.354,0.8,0.261,0.69,4.3.2.1
4DSA,B,1.546,1.172,0.333,0.677,0.333,0.51,1.329,0.655,0.527,0.943,0.29,0.943,0.067,1.032,4.4.5.1
1FQ0,A,1.547,0.42,0.143,0.324,-0.143,0.397,0.496,0.866,0.178,0.99,0.122,0.99,0.069,0.612,4.1.1.2
1PY6,B,1.547,0.139,-1,0.073,0,0.539,1.894,0.518,0.071,0,0.015,1,0.026,0.291,3.3
1SO6,A,1.547,0.897,-0.143,0.629,-0.429,0.352,1.136,0.905,1.033,0.99,0.532,0.904,0.125,1.01,4.1
3M41,B,1.547,0.427,0.143,0.437,-0.143,0.339,0.267,0.541,0.318,0.99,0.358,0.99,0.104,0.166,4.1
4IRT,A,1.547,0.233,0.333,0.175,0,0.41,0.222,0.545,0.178,0.943,0.143,1,0.089,0.131,
5UR9,B,1.547,1.143,-0.5,0.46,0.5,0.399,1.962,0.251,0.972,0.866,0.375,0.866,0.106,0.808,4.2.1.2
1DVJ,D,1.548,0.641,0.714,0.295,0.429,0.386,0.621,0.776,1.017,0.7,0.29,0.904,0.087,0.885,4.1
1PY6,A,1.548,0.139,-1,0.073,0,0.539,1.894,0.518,0.071,0,0.015,1,0.025,0.289,3.3
3OXH,A,1.548,2.847,-1,0.156,0.333,0.475,2.714,0.195,0.207,0,0.126,0.943,0.007,0.162,
4GEZ,K,1.548,0.087,0,0.144,-0.5,0.513,0.357,0.509,0.065,1,0.1,0.866,0.049,0.385,3.2
4HSD,A,1.548,0.016,0.333,0.027,-0.333,0.801,0.113,0.105,0.013,0.943,0.029,0.943,0.04,0.086,4.4
6UF0,B,1.548,0.044,-0.5,0.063,0.5,0.923,0.063,0.489,0.036,0.866,0.035,0.866,0.032,0.028,4.4.1.2
1KK4,F,1.549,1.656,0,0.615,-0.5,0.476,0.875,0.801,0.846,1,0.361,0.866,0.126,0.586,3.4
2O26,Y,1.549,2.653,-1,0.396,0,0.549,0.865,0.639,0.13,0,0.006,1,0.002,0.353,5.5
4A2L,B,1.549,0.053,-0.667,0.229,0,0.665,0.126,0.756,0.03,0.745,0.221,1,0.1,0.084,4.4
4OEI,B,1.549,0.028,0.333,0.035,-0.333,0.811,0.104,0.079,0.004,0.943,0.031,0.943,0.043,0.041,4.4
1IJ8,B,1.55,1.054,-0.333,0.518,-1,0.402,0.841,0.592,0.532,0.943,0.152,0,0.054,0.73,4.2
1LEL,B,1.55,0.312,-0.333,0.441,-0.333,0.402,0.571,0.582,0.328,0.943,0.118,0.943,0.074,0.275,4.2
1WBI,A,1.55,0.354,-0.333,0.384,-0.333,0.331,0.803,0.445,0.133,0.943,0.02,0.943,0.045,0.316,4.2
3PBW,A,1.55,0.68,0.714,0.432,-0.429,0.377,0.318,0.637,0.6,0.7,0.279,0.904,0.073,0.343,4.1
4YEH,B,1.55,0.022,0.333,0.036,-0.333,0.8,0.118,0.092,0.01,0.943,0.025,0.943,0.039,0.067,4.4
4YEH,A,1.55,0.02,0.333,0.028,0.333,0.802,0.116,0.105,0.018,0.943,0.031,0.943,0.041,0.085,4.4
5KL2,A,1.551,0.696,1,0.474,0,0.776,0.189,0.012,0.004,0,0.011,1,0.02,0.04,5.3
1FBL,A,1.552,0.075,-0.333,0.124,-0.333,0.699,0.1,0.072,0.062,0.943,0.076,0.943,0.048,0.066,4.4
4LL2,A,1.552,0.027,0.333,0.04,0.333,0.809,0.109,0.097,0.018,0.943,0.026,0.943,0.041,0.063,4.4
5B34,A,1.552,0.141,-1,0.09,0,0.534,1.842,0.513,0.072,0,0.022,1,0.027,0.244,3.3
6SP4,A,1.552,0.045,-0.5,0.071,-0.5,0.89,0.067,0.507,0.024,0.866,0.039,0.866,0.039,0.036,4.4.1.2
2OF8,B,1.553,1.335,-0.333,0.543,-1,0.303,0.759,1.004,0.518,0.943,0.205,0,0.051,0.462,4.2
3H73,A,1.553,0.286,-0.6,0.161,-0.2,0.545,0.187,0.547,0.087,0.8,0.124,0.98,0.052,0.158,
3NG3,C,1.553,1.015,-0.429,0.499,0.429,0.405,0.722,0.876,0.975,0.904,0.329,0.904,0.087,0.795,4.1
3VSF,C,1.553,0.109,-1,0.159,0.5,0.584,0.239,0.557,0.048,0,0.107,0.866,0.047,0.135,4.4.3.1
3VT2,E,1.553,0.819,-0.5,0.125,0,0.525,0.825,0.404,1.277,0.866,0.073,1,0.088,1.208,4.4.3.1
4PIT,B,1.553,0.299,0,0.161,0,0.582,0.552,0.39,0.025,1,0.155,1,0.036,0.457,4.8
4WOG,D,1.554,0.219,1,0.304,0,0.576,0.529,0.308,0.153,0,0.15,1,0.04,0.385,4.8
2DZT,A,1.555,0.8,-0.143,0.256,-0.429,0.38,0.919,0.645,0.474,0.99,0.237,0.904,0.039,0.924,4.1.1.4
3MVD,L,1.555,0.087,-0.333,0.07,0.333,0.767,0.071,0.462,0.025,0.943,0.068,0.943,0.077,0.059,
3PBY,A,1.555,0.286,-0.143,0.337,-0.714,0.41,0.266,0.659,0.406,0.99,0.397,0.7,0.07,0.221,4.1
4Y9H,A,1.555,0.061,-1,0.109,-1,0.528,1.855,0.474,0.056,0,0.045,0,0.033,0.276,3.3
2VFG,C,1.556,0.275,0,0.258,0,0.398,0.385,0.564,0.214,1,0.121,1,0.098,0.207,4.1.1.1
3CCC,C,1.556,0.292,-1,0.605,0,0.507,0.657,0.777,0.29,0,0.479,1,0.004,0.463,4.4.5.1
4G0D,A,1.556,0.085,-0.333,0.061,0.333,0.695,0.129,0.071,0.069,0.943,0.045,0.943,0.107,0.037,4.4
4XJA,A,1.556,0.719,-0.667,0.574,0,0.503,0.823,0.705,0.67,0.745,0.37,1,0.124,0.703,
1J2W,D,1.557,0.437,-0.333,0.567,-0.333,0.492,0.312,0.745,0.467,0.943,0.339,0.943,0.042,0.194,4.1
1SFJ,B,1.557,0.306,0.429,0.34,0.429,0.376,0.225,0.714,0.232,0.904,0.324,0.904,0.105,0.128,4.1
2AEY,A,1.557,0.473,-0.5,0.153,0,0.556,0.089,0.519,0.215,0.866,0.118,1,0.086,0.025,4.4.3.1
2Z48,B,1.557,1.185,0.333,0.66,0.333,0.565,1.775,1.005,0.419,0.943,0.349,0.943,0.234,0.677,4.3.2.1
3S0C,E,1.557,0.7,0,0.691,-0.5,0.38,1.905,1.012,0.685,1,0.252,0.866,0.083,1.028,4.1.1.2
4L7C,C,1.557,0.799,0.5,0.182,-0.5,0.925,0.824,0.87,1.347,0.866,0.237,0.866,0.037,1.327,4.4.1.2
5FIX,A,1.557,0.274,0,0.539,0,0.566,0.229,0.523,0.255,1,0.164,1,0.013,0.215,4.4.3.1
6SP4,D,1.557,0.805,-0.5,0.06,0,0.882,0.813,0.885,1.338,0.866,0.061,1,0.052,1.343,4.4.1.2
2QZP,A,1.558,0.51,0.5,0.438,0,0.464,0.385,0.309,0.452,0.866,0.354,1,0.153,0.244,4.4.1.3
5FK7,B,1.558,0.294,0.5,0.166,0.5,0.492,0.221,0.655,0.314,0.866,0.135,0.866,0.116,0.23,3.4
1A18,A,1.559,0.928,-0.5,0.382,0.5,0.319,0.361,0.523,1.127,0.866,0.413,0.866,0.09,0.277,4.2.1.2
1INX,A,1.559,0.194,-0.2,0.273,0.2,0.439,0.33,0.458,0.067,0.98,0.232,0.98,0.056,0.163,
2DZV,B,1.559,0.488,-0.429,0.32,0.143,0.396,0.341,0.768,0.28,0.904,0.27,0.99,0.054,0.192,4.1.1.4
2FLI,A,1.559,0.484,-1,0.547,0,0.336,0.677,0.524,0.446,0,0.351,1,0.045,0.447,4.1.1.3
3J2I,B,1.559,0.031,-0.5,0.061,0,0.675,0.025,0.512,0.027,0.866,0.026,1,0.061,0.027,4.7
1W1I,C,1.56,0.476,-1,0.38,-0.333,0.45,0.453,1.074,0.359,0,0.445,0.943,0.02,0.446,4.4.5.1
3HCW,A,1.56,2.941,0,0.503,-1,0.519,3.037,0.722,0.121,1,0.393,0,0.001,0.003,4.5
3JBY,D,1.56,0.62,0.2,0.35,0.2,0.549,0.622,0.503,0.897,0.98,0.333,0.98,0.081,0.904,4.4
3UWY,B,1.56,0.189,-0.2,0.335,0.2,0.368,0.221,0.417,0.029,0.98,0.105,0.98,0.08,0.059,4.1.1.1
4OEI,A,1.56,0.026,-0.333,0.037,0.333,0.811,0.115,0.099,0.019,0.943,0.027,0.943,0.038,0.051,4.4
5AHY,A,1.56,0.329,0,0.268,1,0.482,1.702,0.454,0.044,1,0.149,0,0.055,0.169,3.3
7EPC,B,1.56,1.354,0.5,0.74,0,0.296,1.885,0.657,0.803,0.866,0.361,1,0.066,0.652,
2DZS,A,1.561,1.265,0.5,0.269,0.25,0.434,0.463,0.655,1.014,0.866,0.299,0.968,0.045,0.301,4.1.1.4
